sample_cd,country_cd,province_cd,district_cd,district_nm,municipality_PT_nm,locality_nm,location_nm,sampling_site_cd,latitude,longitude,altitude,sampling_date_b,sampling_date_e,method_cd,collector_nm,species_cd,species_nm_full,mm,ff,ID_doubtful?,coll_position_cd,identified_by,identified_date,collection cd,preservation_method_cd,remarks_spm
PT/2011/004/RA,PT,Ribatejo,PT-14,Santarém,Constância,Santa Margarida da Coutada,-,-,"39°26'23.3""","8°16'50.7""",75,2011-03-29T22:00:00Z,2011-03-29T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,2,true,RC/PAL/19/1812,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,"differences with other specimens: mm: arista 9/15-9/21 of antenna (sc-1st fl) vs 12/13, surstylus identical; both sexes: cxI more infuscated at basis; fI slightly infuscated dorsally and ventrally"
PT/2009/180/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Oliveira do Douro,Parque Municipal da Lavandeira,-,"41°07'18.4"" ","8°35'40.9""",100,2009-05-19T22:00:00Z,2009-05-19T22:00:00Z,HC,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",2,0,false,RC/PAL/18/1784,Marc Pollet,2012-01-10T23:00:00Z,MAPC,W,
PT/2014/028/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Caminho do Xisto da Benfeita,-,"40°12'35.8""","7°56'08.9""",613,,2014-05-17T22:00:00Z,SW,Marc Pollet,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/008/ADB,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Anja De Braekeleer,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/007/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Marc Pollet,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",2,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/006/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Marc Pollet,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",4,2,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/001/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Serra do Açor (Fraga da Pena),-,"40°13'10.26""","7°56'08.28""",367,,2014-05-15T22:00:00Z,SW,Marc Pollet,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,5,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/038/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-08-26T22:00:00Z,2011-08-26T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,0,false,RC/PAL/18/1784,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2014/003/ADB,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Serra do Açor (Fraga da Pena),-,"40°13'10.26""","7°56'08.28""",367,,2014-05-15T22:00:00Z,SW,Anja De Braekeleer,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,5,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,including one copula
PT/2014/027/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Caminho do Xisto da Benfeita,-,"40°12'35.5""","7°56'12.0""",623,,2014-05-17T22:00:00Z,SW,Marc Pollet,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/009/ADB,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Anja De Braekeleer,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/022/MP,PT,Beira Litoral,PT-06,Coimbra,Arganil,Benfeita,Caminho do Xisto da Benfeita,-,"40°12'54.0""","7°56'47.8""",524,,2014-05-17T22:00:00Z,SW,Marc Pollet,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,2,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2010/010/RA,PT,Minho,PT-03,Braga,Barcelos,Gilmonde,-,-,"41°30'43.0""","8°38'57.0""",37.5,2010-04-25T22:00:00Z,2010-04-25T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",2,1,false,RC/PAL/18/1784,Marc Pollet,2011-04-26T22:00:00Z,MAPC,W,
PT/2011/048/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-09-25T22:00:00Z,2011-09-25T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,0,false,RC/PAL/18/1784,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2014/005/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Marc Pollet,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",6,3,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/044/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-07-29T22:00:00Z,2011-07-29T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,2,false,RC/PAL/18/1784,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2014/039/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-18T22:00:00Z,SW,Marc Pollet,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,6,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/127/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Arcozelo,-,-,"41°03'43.2""","8°39'26.5""",0,2011-10-27T22:00:00Z,2011-10-27T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,false,RC/PAL/18/1784,Marc Pollet,2011-12-14T23:00:00Z,MAPC,W,
PT/2013/014/AG,PT,Ribatejo,PT-14,Santarém,Torres Novas,Olaia,Lamarosa,-,"39°31'46.66""","8°28'10.13""",65,,2013-05-18T22:00:00Z,SW,Ana Rita Gonçalves,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,stylus shorter than postpedicel
PT/2013/016/AG,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Sé Nova,Jardin Botânica de Coimbra,-,"40°12'20.0""","8°25'15.0""",85,,2013-05-07T22:00:00Z,HC,Ana Rita Gonçalves,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,checked
PT/2012/028/RA,PT,Minho,PT-16,Viana do Castelo,Caminha,Seixas,Paul do Coura,-,"41°52'20.6""","8°48'56.3""",25,,2012-08-27T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,0,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/094/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Mindelo,Paisagem Protegida Regional do Litoral de Vila do Conde e Reserva Ornitológica de Mindelo,-,"41°19'27.0""","8°43'59.7""",15,,2013-05-12T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",2,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,ratio stylus/postpedicel variable
PT/2013/099/RA,PT,Beira Alta,PT-09,Guarda,Figueira de Castelo Rodrigo,Almofala,-,-,"40°51'57.2""","6°53'25.7""",608,,2013-06-16T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,false,RC/PAL/30/2960,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/100/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,,2013-05-31T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,0,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,stylus shorter than postpedicel
PT/2013/122/AG,PT,Ribatejo,PT-14,Santarém,Torres Novas,Olaia,Lamarosa,-,"39°31'46.66""","8°28'10.13""",65,,2013-05-17T22:00:00Z,SW,Ana Rita Gonçalves,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",2,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/156/RA,PT,Beira Alta,PT-18,Viseu,Moimenta da Beira,Nagosa,-,-,"41°01'38.1""","7°36'17.6""",456,,2014-04-26T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,0,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/163/RA,PT,Beira Baixa,PT-05,Castelo Branco,Castelo Branco,Monforte da Beira,-,-,"39°42'33.5""","7°18'59.3""",233,,2014-04-10T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,2,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,checked
PT/2015/166/RA,PT,Baixo Alentejo,PT-02,Beja,Barrancos,Barrancos,Noudar,-,"38°09'46.8""","7°03'08.7""",164,,2015-03-14T23:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,checked
PT/2015/172/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Vimioso,Algoso,-,-,"41°29'32.2""","6°31'36.1""",471,,2015-06-17T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,0,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/186/RA,PT,Beira Alta,PT-09,Guarda,Manteigas,São Pedro (Manteigas),-,-,"40°22'10.4""","7°33'04.4""",986,,2013-09-21T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,true,RC/PAL/30/2972,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/196/RA,PT,Estremadura,PT-10,Leiria,Alcobaça,Cela,-,-,"39°30'21.3""","9°01'37.2""",78,,2013-09-11T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,0,true,RC/PAL/30/2978,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,stylus about as long as postpedicel
PT/2014/219/RA,PT,Beira Baixa,PT-05,Castelo Branco,Castelo Branco,Monforte da Beira,-,-,"39°42'33.5""","7°18'59.3""",233,,2014-04-12T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,"checked: legs dark reddish yellow, wings infuscate"
PT/2014/240/AG,PT,Beira Alta,PT-09,Guarda,Seia,Cabeça,-,-,"40°19'02.96""","7°43'54.11""",430,,2014-09-02T22:00:00Z,SW,Ana Rita Gonçalves,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,1,true,RC/PAL/30/2978,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,stylus about as long as postpedicel
PT/2014/270/AG,PT,Beira Alta,PT-09,Guarda,Manteigas,São Pedro (Manteigas),Barroca do Teixo,-,"40°19'34.75""","7°34'36.29""",1372,,2014-09-01T22:00:00Z,SW,Ana Rita Gonçalves,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,true,RC/PAL/30/2972,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/277/AG,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,Espinhosela,-,-,"41°53'52.2""","6°51'11.2""",764,,2014-08-07T22:00:00Z,SW,Ana Rita Gonçalves,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,0,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/306/RA,PT,Minho,PT-03,Braga,Esposende,Rio Tinto,Marachão,-,"41°30'16.9""","8°43'10.6""",23,,2015-06-01T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,0,true,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,stylus shorter than postpedicel
PT/2015/310/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Vimioso,Algoso,-,-,"41°27'17.6""","6°35'35.2""",341,,2015-06-15T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",1,0,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/346/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Carrazeda de Ansiães,Castanheiro,-,-,"41°14'31.5""","7°23'22.6""",152,,2016-04-30T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",3,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/367/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Miranda do Douro,Picote,-,-,"41°23'12.5""","6°21'08.7""",659,,2016-06-02T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/360/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Alfândega da Fé,Sambade,-,-,"41°25'18.5""","7°00'10.4""",986,,2016-05-30T22:00:00Z,SW,Rui Andrade,RHAPBREV,"Rhaphium brevicorne Curtis, 1835",0,1,false,RC/PAL/29/2873,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2010/041/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,2010-08-03T22:00:00Z,2010-08-03T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2011/024/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-05-11T22:00:00Z,2011-05-11T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2011/063/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,2011-06-30T22:00:00Z,2011-06-30T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",2,0,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/066/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),Aves aq.,"41°05'57.9""","8°33'35.0""",60,2011-06-19T22:00:00Z,2011-06-19T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",0,1,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2010/026/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,2010-08-11T22:00:00Z,2010-08-11T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2011-12-04T23:00:00Z,MAPC,W,
PT/2011/030/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,2011-05-09T22:00:00Z,2011-05-09T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,1,false,,Marc Pollet,2011-06-18T22:00:00Z,MAPC,W,
PT/2011/074/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,2011-07-09T22:00:00Z,2011-07-09T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2011/001/JA,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Arzila,Paúl de Arzila,-,40°10′45.0″,8°33′18.7″,8,2011-05-03T22:00:00Z,2011-05-03T22:00:00Z,SW,Jorge Mota Almeida,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,RC/PAL/19/1837,Marc Pollet,2011-10-08T22:00:00Z,MAPC,W,
PT/2011/036/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,2011-09-13T22:00:00Z,2011-09-13T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2014/006/MP,PT,Beira Litoral,PT-06,Coimbra,Lousã,Cerdeira,nr Quinta la Palmeira hotel,-,"40°15'30.54""","7°56'21.18""",384,,2014-05-15T22:00:00Z,SW,Marc Pollet,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2011/075/RA,PT,Douro Litoral,PT-13,Porto,Vila Nova de Gaia,Avintes,Parque Biológico de Gaia (PBG),-,"41°05'57.9""","8°33'35.0""",60,2011-06-19T22:00:00Z,2011-06-19T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2011-10-30T23:00:00Z,MAPC,W,
PT/2013/038/AG,PT,Beira Litoral,PT-14,Santarém,Ourém,Seiça (Fontainhas),-,-,"39°39'55.4""","8°30'45.1""",160,,2013-07-19T22:00:00Z,HC,Ana Rita Gonçalves,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2012/079/RA,PT,Estremadura,PT-10,Leiria,Caldas da Rainha,Tornada,Paul de Tornada,-,"39°26'52.8""","9°08'04.0""",10,,2012-10-12T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/094/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Mindelo,Paisagem Protegida Regional do Litoral de Vila do Conde e Reserva Ornitológica de Mindelo,-,"41°19'27.0""","8°43'59.7""",15,,2013-05-12T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/131/RA,PT,Beira Litoral,PT-06,Coimbra,Coimbra,Arzila,Paúl de Arzila,-,40°10′45.0″,8°33′18.7″,8,,2013-06-04T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/144/RA,PT,Douro Litoral,PT-13,Porto,Vila do Conde,Malta,-,-,"41°18'17.25""","8°39'38.10""",74,,2013-06-13T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/162/RA,PT,Estremadura,PT-10,Leiria,Alcobaça,Cela,-,-,"39°30'21.3""","9°01'37.2""",78,,2013-10-31T23:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/196/RA,PT,Estremadura,PT-10,Leiria,Alcobaça,Cela,-,-,"39°30'21.3""","9°01'37.2""",78,,2013-09-11T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",2,4,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/203/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,Espinhosela,Cova da Lua,-,"41°53'08.2""","6°49'37.4""",792,,2014-09-08T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/205/RA,PT,Estremadura,PT-10,Leiria,Alcobaça,Cela,-,-,"39°30'21.3""","9°01'37.2""",78,2013-10-31T23:00:00Z,2013-10-31T23:00:00Z,YPT,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/246/RA,PT,Estremadura,PT-11,Lisboa,Sintra,Almargem do Bispo,-,-,"38°50'31.43""","9°15'36.34""",275,,2013-09-17T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/294/RA,PT,Estremadura,PT-11,Lisboa,Sintra,Almargem do Bispo,-,-,"38°50'31.43""","9°15'36.34""",275,,2013-08-20T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",2,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/403/AG,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Bragança,Gondesende,-,-,"41°50'47.1""","6°52'45.9""",638,,2015-05-09T22:00:00Z,SW,Ana Rita Gonçalves,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",0,5,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2014/405/AG,PT,Algarve,PT-08,Faro,São Brás de Alportel,São Brás de Alportel,Alportel,-,"37°10'47.8""","7°53'23.9""",246,,2014-08-24T22:00:00Z,SW,Ana Rita Gonçalves,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",1,0,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/332/RA,PT,Douro Litoral,PT-13,Porto,Valongo,Valongo,Serras de Valongo,-,"41°09'33.4""","8°29'05.6""",75,,2016-04-25T22:00:00Z,SW,Rui Andrade,RHAPCALI,"Rhaphium caliginosum (Zetterstedt, 1843)",0,1,true,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2016/365/RA,PT,Trás-os-Montes e Alto Douro,PT-04,Bragança,Miranda do Douro,Constantim,-,-,"41°37'53.0""","6°16'29.1""",816,,2016-06-02T22:00:00Z,SW,Rui Andrade,RHAPFASI,"Rhaphium fascipes (Meigen, 1824)",0,1,false,RS/PT/104,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,"checked: compared with BE R. fascipes females, colour of tiIII, bristles between dc and suturals and tiII with only one av bristle, only fI-II dark yellow instead of dark in BE specimens"
PT/2016/359/RA,PT,Minho,PT-16,Viana do Castelo,Melgaço,Castro Laboreiro,Teso,-,"42°02'40.4""","8°08'39.0""",1091,,2016-05-29T22:00:00Z,SW,Rui Andrade,RHAPLONG,"Rhaphium longicorne (Fallén, 1823)",2,2,false,RC/PAL/31/3044,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2010/020/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Beduído,-,-,"40°45'28.4""","8°33'24.5""",25,2010-05-20T22:00:00Z,2010-05-20T22:00:00Z,SW,Rui Andrade,RHAPMICA,"Rhaphium micans (Meigen, 1824)",1,0,false,,Marc Pollet,2011-04-26T22:00:00Z,MAPC,W,
PT/2013/093/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2013-04-05T22:00:00Z,SW,Rui Andrade,RHAPMICA,"Rhaphium micans (Meigen, 1824)",1,0,false,RC/PAL/29/2831,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,"checked: ratio pedicel-postpedicel different from Negrobov, but identical to BE specimens"
PT/2015/195/RA,PT,Baixo Alentejo,PT-02,Beja,Barrancos,Barrancos,Noudar,-,"38°09'46.8""","7°03'08.7""",164,,2015-04-03T22:00:00Z,SW,Rui Andrade,RHAPMICA,"Rhaphium micans (Meigen, 1824)",0,1,false,,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2015/351/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Canelas,Ria de Aveiro,-,"40°43'26.2""","8°33'55.4""",2.5,,2015-07-19T22:00:00Z,SW,Rui Andrade,RHAPMICA,"Rhaphium micans (Meigen, 1824)",1,0,false,RC/PAL/29/2831,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,checked: identical to BE specimens
PT/2013/033/RA,PT,Beira Litoral,PT-01,Aveiro,Estarreja,Salreu,Ria de Aveiro,-,"40°43'57.6"" ","8°34'39.5""",4,,2013-06-02T22:00:00Z,SW,Rui Andrade,SCHOVERS,"Schoenophilus versutus (Haliday, 1851)",1,0,false,RC/PAL/29/2835,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
PT/2013/162/RA,PT,Estremadura,PT-10,Leiria,Alcobaça,Cela,-,-,"39°30'21.3""","9°01'37.2""",78,,2013-10-31T23:00:00Z,SW,Rui Andrade,SCHOVERS,"Schoenophilus versutus (Haliday, 1851)",1,0,false,RC/PAL/29/2835,Marc Pollet,2017-01-30T23:00:00Z,MAPC,W,
