id	basisOfRecord	occurrenceID	recordedBy	organismQuantity	organismQuantityType	occurrenceStatus	eventID	identifiedBy	taxonID	scientificName	kingdom	taxonRank	verbatimTaxonRank	scientificNameAuthorship
IV2013102909585312	HumanObservation	INBO:NICHE:00076020	Els De Bie	p2	londoScale	present	IV2013102909585312	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013102909233512	HumanObservation	INBO:NICHE:00075981	Els De Bie	2	londoScale	present	IV2013102909233512	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013092611495062	HumanObservation	INBO:NICHE:00072098	Els De Bie	p1	londoScale	present	IV2013092611495062	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013092611045689	HumanObservation	INBO:NICHE:00072064	Els De Bie	p2	londoScale	present	IV2013092611045689	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013101711550608	HumanObservation	INBO:NICHE:00074681	Els De Bie	p1	londoScale	present	IV2013101711550608	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013102111085206	HumanObservation	INBO:NICHE:00074776	Els De Bie	p1	londoScale	present	IV2013102111085206	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013102114222136	HumanObservation	INBO:NICHE:00074891	Els De Bie	p1	londoScale	present	IV2013102114222136	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013102114550160	HumanObservation	INBO:NICHE:00074921	Els De Bie	p2	londoScale	present	IV2013102114550160	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013102115060223	HumanObservation	INBO:NICHE:00074948	Els De Bie	p1	londoScale	present	IV2013102115060223	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013102209583972	HumanObservation	INBO:NICHE:00075101	Els De Bie	p1	londoScale	present	IV2013102209583972	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013102210461283	HumanObservation	INBO:NICHE:00075153	Els De Bie	p1	londoScale	present	IV2013102210461283	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013102211522132	HumanObservation	INBO:NICHE:00075226	Els De Bie	p2	londoScale	present	IV2013102211522132	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013102214082087	HumanObservation	INBO:NICHE:00075256	Els De Bie	p1	londoScale	present	IV2013102214082087	Els De Bie	INBSYS0000014386	Rumex acetosa	Plantae	Species	Spp	L.
IV2013110514151895	HumanObservation	INBO:NICHE:00077089	Els De Bie	r1	londoScale	present	IV2013110514151895	Els De Bie	INBSYS0000014385	Rumex acetosella	Plantae	Species	Spp	L.
IV2013111210550714	HumanObservation	INBO:NICHE:00077584	Els De Bie	p1	londoScale	present	IV2013111210550714	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013111815071161	HumanObservation	INBO:NICHE:00080388	Jan Wouters	p1	londoScale	present	IV2013111815071161	Jan Wouters	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013110413421914	HumanObservation	INBO:NICHE:00076823	Els De Bie	p1	londoScale	present	IV2013110413421914	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013082710342834	HumanObservation	INBO:NICHE:00048510	Els De Bie	p1	londoScale	present	IV2013082710342834	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013082709405366	HumanObservation	INBO:NICHE:00048361	Els De Bie	p1	londoScale	present	IV2013082709405366	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013102211361614	HumanObservation	INBO:NICHE:00075199	Els De Bie	1+	londoScale	present	IV2013102211361614	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013102114550160	HumanObservation	INBO:NICHE:00074922	Els De Bie	p2	londoScale	present	IV2013102114550160	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013112513553777	HumanObservation	INBO:NICHE:00082411	Els De Bie	p1	londoScale	present	IV2013112513553777	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013111815202604	HumanObservation	INBO:NICHE:00080491	Jan Wouters	p1	londoScale	present	IV2013111815202604	Jan Wouters	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013111813401820	HumanObservation	INBO:NICHE:00080010	Jan Wouters	p2	londoScale	present	IV2013111813401820	Jan Wouters	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013111812012985	HumanObservation	INBO:NICHE:00079877	Jan Wouters	r1	londoScale	present	IV2013111812012985	Jan Wouters	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013111813082811	HumanObservation	INBO:NICHE:00079959	Jan Wouters	p1	londoScale	present	IV2013111813082811	Jan Wouters	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013111811552943	HumanObservation	INBO:NICHE:00079812	Jan Wouters	r1	londoScale	present	IV2013111811552943	Jan Wouters	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013111209521442	HumanObservation	INBO:NICHE:00077525	Els De Bie	p1	londoScale	present	IV2013111209521442	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013100115534244	HumanObservation	INBO:NICHE:00072499	Els De Bie	p4	londoScale	present	IV2013100115534244	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013100115132552	HumanObservation	INBO:NICHE:00072476	Els De Bie	p1	londoScale	present	IV2013100115132552	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013100114321222	HumanObservation	INBO:NICHE:00072423	Els De Bie	1+	londoScale	present	IV2013100114321222	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013101416305471	HumanObservation	INBO:NICHE:00073986	Els De Bie	p1	londoScale	present	IV2013101416305471	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013090310371503	HumanObservation	INBO:NICHE:00050350	Els De Bie	p2	londoScale	present	IV2013090310371503	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013090311304826	HumanObservation	INBO:NICHE:00050404	Els De Bie	p1	londoScale	present	IV2013090311304826	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013090911334347	HumanObservation	INBO:NICHE:00051869	Els De Bie	p2	londoScale	present	IV2013090911334347	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013091008531526	HumanObservation	INBO:NICHE:00052417	Els De Bie	r1	londoScale	present	IV2013091008531526	Els De Bie	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013091015334417	HumanObservation	INBO:NICHE:00052968	Bart Vandevoorde	p1	londoScale	present	IV2013091015334417	Bart Vandevoorde	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013091009385608	HumanObservation	INBO:NICHE:00052503	Bart Vandevoorde	p2	londoScale	present	IV2013091009385608	Bart Vandevoorde	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013091016062841	HumanObservation	INBO:NICHE:00053019	Bart Vandevoorde	1+	londoScale	present	IV2013091016062841	Bart Vandevoorde	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013091015493090	HumanObservation	INBO:NICHE:00052983	Bart Vandevoorde	p2	londoScale	present	IV2013091015493090	Bart Vandevoorde	INBSYS0000014395	Rumex conglomeratus	Plantae	Species	Spp	Murray
IV2013091015493090	HumanObservation	INBO:NICHE:00052984	Bart Vandevoorde	r1	londoScale	present	IV2013091015493090	Bart Vandevoorde	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013091016062841	HumanObservation	INBO:NICHE:00053020	Bart Vandevoorde	p2	londoScale	present	IV2013091016062841	Bart Vandevoorde	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013091013523934	HumanObservation	INBO:NICHE:00052764	Bart Vandevoorde	r1	londoScale	present	IV2013091013523934	Bart Vandevoorde	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013091014075378	HumanObservation	INBO:NICHE:00052802	Bart Vandevoorde	r1	londoScale	present	IV2013091014075378	Bart Vandevoorde	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013091014433694	HumanObservation	INBO:NICHE:00052842	Bart Vandevoorde	r1	londoScale	present	IV2013091014433694	Bart Vandevoorde	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013090215593144	HumanObservation	INBO:NICHE:00049831	Els De Bie	p1	londoScale	present	IV2013090215593144	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013101414391224	HumanObservation	INBO:NICHE:00073803	Els De Bie	p1	londoScale	present	IV2013101414391224	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013101413391108	HumanObservation	INBO:NICHE:00073739	Els De Bie	p1	londoScale	present	IV2013101413391108	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013100311480039	HumanObservation	INBO:NICHE:00072682	Els De Bie	p1	londoScale	present	IV2013100311480039	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013111809461886	HumanObservation	INBO:NICHE:00079653	Jan Wouters	p1	londoScale	present	IV2013111809461886	Jan Wouters	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013112513553777	HumanObservation	INBO:NICHE:00082412	Els De Bie	p1	londoScale	present	IV2013112513553777	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013112513490178	HumanObservation	INBO:NICHE:00082387	Els De Bie	p1	londoScale	present	IV2013112513490178	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013102910281882	HumanObservation	INBO:NICHE:00076036	Els De Bie	r1	londoScale	present	IV2013102910281882	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013102911211622	HumanObservation	INBO:NICHE:00076090	Els De Bie	p1	londoScale	present	IV2013102911211622	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013102816050310	HumanObservation	INBO:NICHE:00075904	Els De Bie	p1	londoScale	present	IV2013102816050310	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013102816150907	HumanObservation	INBO:NICHE:00075933	Els De Bie	p2	londoScale	present	IV2013102816150907	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013102815312541	HumanObservation	INBO:NICHE:00075880	Els De Bie	p2	londoScale	present	IV2013102815312541	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013102814143141	HumanObservation	INBO:NICHE:00075823	Els De Bie	p1	londoScale	present	IV2013102814143141	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013102812103270	HumanObservation	INBO:NICHE:00075749	Els De Bie	r1	londoScale	present	IV2013102812103270	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013102811024360	HumanObservation	INBO:NICHE:00075682	Els De Bie	r1	londoScale	present	IV2013102811024360	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013111815302647	HumanObservation	INBO:NICHE:00080546	Jan Wouters	p1	londoScale	present	IV2013111815302647	Jan Wouters	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013111910322598	HumanObservation	INBO:NICHE:00081372	Els De Bie	p1	londoScale	present	IV2013111910322598	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013111916402464	HumanObservation	INBO:NICHE:00081828	Els De Bie	p1	londoScale	present	IV2013111916402464	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013112110141830	HumanObservation	INBO:NICHE:00081929	Els De Bie	p1	londoScale	present	IV2013112110141830	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013110413320895	HumanObservation	INBO:NICHE:00076801	Els De Bie	p1	londoScale	present	IV2013110413320895	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013102916314739	HumanObservation	INBO:NICHE:00076291	Els De Bie	p1	londoScale	present	IV2013102916314739	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013103109102260	HumanObservation	INBO:NICHE:00076349	Els De Bie	p4	londoScale	present	IV2013103109102260	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013103110575536	HumanObservation	INBO:NICHE:00076431	Els De Bie	p1	londoScale	present	IV2013103110575536	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013103110212049	HumanObservation	INBO:NICHE:00076404	Els De Bie	p1	londoScale	present	IV2013103110212049	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013103111162119	HumanObservation	INBO:NICHE:00076459	Els De Bie	r1	londoScale	present	IV2013103111162119	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013102911410549	HumanObservation	INBO:NICHE:00076107	Els De Bie	r1	londoScale	present	IV2013102911410549	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013111814250738	HumanObservation	INBO:NICHE:00080177	Jan Wouters	p2	londoScale	present	IV2013111814250738	Jan Wouters	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013111809534151	HumanObservation	INBO:NICHE:00079709	Jan Wouters	r1	londoScale	present	IV2013111809534151	Jan Wouters	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2014022009553058	HumanObservation	INBO:NICHE:00091092	De Bie Els	p1	londoScale	present	IV2014022009553058	De Bie Els	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013110416364163	HumanObservation	INBO:NICHE:00077004	Els De Bie	p2	londoScale	present	IV2013110416364163	Els De Bie	INBSYS0000014391	Rumex crispus	Plantae	Species	Spp	L.
IV2013110516192107	HumanObservation	INBO:NICHE:00077149	Els De Bie	p1	londoScale	present	IV2013110516192107	Els De Bie	INBSYS0000017143	Rumex hydrolapathum	Plantae	Species	Spp	Huds.
IV2013110709053488	HumanObservation	INBO:NICHE:00077221	Els De Bie	p1	londoScale	present	IV2013110709053488	Els De Bie	INBSYS0000017143	Rumex hydrolapathum	Plantae	Species	Spp	Huds.
IV2013100110560333	HumanObservation	INBO:NICHE:00072255	Els De Bie	a4	londoScale	present	IV2013100110560333	Els De Bie	INBSYS0000017143	Rumex hydrolapathum	Plantae	Species	Spp	Huds.
IV2013110710004791	HumanObservation	INBO:NICHE:00077275	Els De Bie	p1	londoScale	present	IV2013110710004791	Els De Bie	INBSYS0000017143	Rumex hydrolapathum	Plantae	Species	Spp	Huds.
IV2013100710184653	HumanObservation	INBO:NICHE:00072775	Els De Bie	p1	londoScale	present	IV2013100710184653	Els De Bie	INBSYS0000017143	Rumex hydrolapathum	Plantae	Species	Spp	Huds.
IV2013101009450362	HumanObservation	INBO:NICHE:00073397	Els De Bie	p1	londoScale	present	IV2013101009450362	Els De Bie	INBSYS0000017143	Rumex hydrolapathum	Plantae	Species	Spp	Huds.
IV2013091014264293	HumanObservation	INBO:NICHE:00052811	Bart Vandevoorde	r2	londoScale	present	IV2013091014264293	Bart Vandevoorde	INBSYS0000017143	Rumex hydrolapathum	Plantae	Species	Spp	Huds.
IV2013091015073587	HumanObservation	INBO:NICHE:00052904	Bart Vandevoorde	r1	londoScale	present	IV2013091015073587	Bart Vandevoorde	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013101410385692	HumanObservation	INBO:NICHE:00073587	Els De Bie	p4	londoScale	present	IV2013101410385692	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013101414003216	HumanObservation	INBO:NICHE:00073757	Els De Bie	r1	londoScale	present	IV2013101414003216	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013101415323200	HumanObservation	INBO:NICHE:00073905	Els De Bie	p1	londoScale	present	IV2013101415323200	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013100711345848	HumanObservation	INBO:NICHE:00072862	Els De Bie	r1	londoScale	present	IV2013100711345848	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013112513553777	HumanObservation	INBO:NICHE:00082413	Els De Bie	p2	londoScale	present	IV2013112513553777	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013112516140734	HumanObservation	INBO:NICHE:00082585	Els De Bie	p2	londoScale	present	IV2013112516140734	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013102110551932	HumanObservation	INBO:NICHE:00074756	Els De Bie	p1	londoScale	present	IV2013102110551932	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013102210343020	HumanObservation	INBO:NICHE:00075138	Els De Bie	p1	londoScale	present	IV2013102210343020	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013102811024360	HumanObservation	INBO:NICHE:00075683	Els De Bie	p1	londoScale	present	IV2013102811024360	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013111210550714	HumanObservation	INBO:NICHE:00077585	Els De Bie	p2	londoScale	present	IV2013111210550714	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013111210105135	HumanObservation	INBO:NICHE:00077541	Els De Bie	p2	londoScale	present	IV2013111210105135	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013110411413780	HumanObservation	INBO:NICHE:00076736	Els De Bie	p2	londoScale	present	IV2013110411413780	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013082715212212	HumanObservation	INBO:NICHE:00048999	Els De Bie	r1	londoScale	present	IV2013082715212212	Els De Bie	INBSYS0000014392	Rumex obtusifolius	Plantae	Species	Spp	L.
IV2013091016062841	HumanObservation	INBO:NICHE:00053021	Bart Vandevoorde	p4	londoScale	present	IV2013091016062841	Bart Vandevoorde	INBSYS0000014397	Rumex palustris	Plantae	Species	Spp	Smith
IV2013101515285654	HumanObservation	INBO:NICHE:00074356	Els De Bie	p1	londoScale	present	IV2013101515285654	Els De Bie	INBSYS0000014018	Sagina procumbens	Plantae	Species	Spp	L.
IV2013101710253687	HumanObservation	INBO:NICHE:00074569	Els De Bie	r1	londoScale	present	IV2013101710253687	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2014052711440441	HumanObservation	INBO:NICHE:00098164	Mertens Wim	1	londoScale	present	IV2014052711440441	Mertens Wim	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2014052711344097	HumanObservation	INBO:NICHE:00098152	Mertens Wim	10	londoScale	present	IV2014052711344097	Mertens Wim	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2014052710492684	HumanObservation	INBO:NICHE:00098129	Mertens Wim	20	londoScale	present	IV2014052710492684	Mertens Wim	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2014052712022924	HumanObservation	INBO:NICHE:00098193	Mertens Wim	2	londoScale	present	IV2014052712022924	Mertens Wim	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2014052713551400	HumanObservation	INBO:NICHE:00098221	Kris Rombouts	r1	londoScale	present	IV2014052713551400	Kris Rombouts	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013091208585526	HumanObservation	INBO:NICHE:00053031	Els De Bie	4	londoScale	present	IV2013091208585526	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013090916001648	HumanObservation	INBO:NICHE:00052188	Els De Bie	p1	londoScale	present	IV2013090916001648	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013090310083083	HumanObservation	INBO:NICHE:00050276	Els De Bie	p1	londoScale	present	IV2013090310083083	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013100311112093	HumanObservation	INBO:NICHE:00072649	Els De Bie	2	londoScale	present	IV2013100311112093	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013090309515867	HumanObservation	INBO:NICHE:00050224	Els De Bie	p2	londoScale	present	IV2013090309515867	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013101009010743	HumanObservation	INBO:NICHE:00073353	Els De Bie	4	londoScale	present	IV2013101009010743	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013100816362343	HumanObservation	INBO:NICHE:00073209	Els De Bie	p1	londoScale	present	IV2013100816362343	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013112510235741	HumanObservation	INBO:NICHE:00082245	Els De Bie	p1	londoScale	present	IV2013112510235741	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013090209203892	HumanObservation	INBO:NICHE:00049265	Els De Bie	p2	londoScale	present	IV2013090209203892	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013111911394711	HumanObservation	INBO:NICHE:00081436	Els De Bie	8	londoScale	present	IV2013111911394711	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013111815302647	HumanObservation	INBO:NICHE:00080547	Jan Wouters	r1	londoScale	present	IV2013111815302647	Jan Wouters	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013110410055913	HumanObservation	INBO:NICHE:00076658	Els De Bie	p1	londoScale	present	IV2013110410055913	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013103109364819	HumanObservation	INBO:NICHE:00076368	Els De Bie	8	londoScale	present	IV2013103109364819	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013110413421914	HumanObservation	INBO:NICHE:00076806	Els De Bie	6	londoScale	present	IV2013110413421914	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013110413421914	HumanObservation	INBO:NICHE:00076804	Els De Bie	p2	londoScale	present	IV2013110413421914	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013102914314038	HumanObservation	INBO:NICHE:00076169	Els De Bie	r1	londoScale	present	IV2013102914314038	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013110709511760	HumanObservation	INBO:NICHE:00077255	Els De Bie	p1	londoScale	present	IV2013110709511760	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013111809534151	HumanObservation	INBO:NICHE:00079710	Jan Wouters	r1	londoScale	present	IV2013111809534151	Jan Wouters	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013111215221189	HumanObservation	INBO:NICHE:00077852	Els De Bie	9	londoScale	present	IV2013111215221189	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013102412131421	HumanObservation	INBO:NICHE:00075540	Els De Bie	p1	londoScale	present	IV2013102412131421	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013102412131421	HumanObservation	INBO:NICHE:00075534	Els De Bie	2	londoScale	present	IV2013102412131421	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013102410472240	HumanObservation	INBO:NICHE:00075451	Els De Bie	p1	londoScale	present	IV2013102410472240	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013102411545636	HumanObservation	INBO:NICHE:00075518	Els De Bie	p2	londoScale	present	IV2013102411545636	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013102809484417	HumanObservation	INBO:NICHE:00075612	Els De Bie	3	londoScale	present	IV2013102809484417	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013102116183926	HumanObservation	INBO:NICHE:00075016	Els De Bie	1+	londoScale	present	IV2013102116183926	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013102116081970	HumanObservation	INBO:NICHE:00075001	Els De Bie	8	londoScale	present	IV2013102116081970	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013101711550608	HumanObservation	INBO:NICHE:00074682	Els De Bie	1+	londoScale	present	IV2013101711550608	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013102111453365	HumanObservation	INBO:NICHE:00074806	Els De Bie	p1	londoScale	present	IV2013102111453365	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013111914132103	HumanObservation	INBO:NICHE:00081540	Els De Bie	r1	londoScale	present	IV2013111914132103	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013111911105752	HumanObservation	INBO:NICHE:00081411	Els De Bie	9	londoScale	present	IV2013111911105752	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013111216445731	HumanObservation	INBO:NICHE:00077950	Els De Bie	p2	londoScale	present	IV2013111216445731	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013110711420287	HumanObservation	INBO:NICHE:00077378	Els De Bie	5	londoScale	present	IV2013110711420287	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013111214581114	HumanObservation	INBO:NICHE:00077838	Els De Bie	p2	londoScale	present	IV2013111214581114	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013111409215471	HumanObservation	INBO:NICHE:00078041	Els De Bie	8	londoScale	present	IV2013111409215471	Els De Bie	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013111815202604	HumanObservation	INBO:NICHE:00080492	Jan Wouters	r1	londoScale	present	IV2013111815202604	Jan Wouters	INBSYS0000014427	Salix	Plantae	Genus	Gen	
IV2013110413581021	HumanObservation	INBO:NICHE:00076829	Els De Bie	9	londoScale	present	IV2013110413581021	Els De Bie	INBSYS0000014429	Salix alba	Plantae	Species	Spp	L.
IV2013082910203131	HumanObservation	INBO:NICHE:00049200	Els De Bie	r1	londoScale	present	IV2013082910203131	Els De Bie	INBSYS0000014429	Salix alba	Plantae	Species	Spp	L.
IV2013090211495458	HumanObservation	INBO:NICHE:00049432	Els De Bie	r1	londoScale	present	IV2013090211495458	Els De Bie	INBSYS0000014429	Salix alba	Plantae	Species	Spp	L.
IV2013082710342834	HumanObservation	INBO:NICHE:00048482	Els De Bie	3	londoScale	present	IV2013082710342834	Els De Bie	INBSYS0000014429	Salix alba	Plantae	Species	Spp	L.
IV2013082711032779	HumanObservation	INBO:NICHE:00048530	Els De Bie	1-	londoScale	present	IV2013082711032779	Els De Bie	INBSYS0000014429	Salix alba	Plantae	Species	Spp	L.
IV2013100311112093	HumanObservation	INBO:NICHE:00072648	Els De Bie	7	londoScale	present	IV2013100311112093	Els De Bie	INBSYS0000014429	Salix alba	Plantae	Species	Spp	L.
