id	type	language	license	rightsHolder	accessRights	datasetID	datasetName	ownerInstitutionCode	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	eventDate	verbatimEventDate	locationID	continent	countryCode	stateProvince	county	municipality	verbatimLocality	locationAccordingTo	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters
IV2013111410293453	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111410293453	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-20	2004-07-20/2004-07-20		Europe	BE				Mechelse Heide	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013111410431010	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111410431010	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-20	2004-07-20/2004-07-20		Europe	BE				Mechelse Heide	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013111410523117	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111410523117	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-20	2004-07-20/2004-07-20		Europe	BE				Ziepbeekvallei	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013111411054157	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111411054157	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-20	2004-07-20/2004-07-20		Europe	BE				Ziepbeekvallei	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013111411133861	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111411133861	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-20	2004-07-20/2004-07-20		Europe	BE				Ziepbeekvallei	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013111411265680	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111411265680	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-20	2004-07-20/2004-07-20		Europe	BE				Ziepbeekvallei	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013111411424325	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111411424325	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-20	2004-07-20/2004-07-20		Europe	BE				Ziepbeekvallei	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013111411542748	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111411542748	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-20	2004-07-20/2004-07-20		Europe	BE				Ziepbeekvallei	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013111412052649	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111412052649	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-20	2004-07-20/2004-07-20		Europe	BE				Mechelse Heide	MILKLIM-Gebieden			Belgian Lambert 72	Belgium Datum 1972			WGS84	30
IV2013111809311668	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111809311668	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-04	2004-06-04/2004-06-04	SNOP012X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169220.880	182943.620	Belgian Lambert 72	Belgium Datum 1972	50.83302	4.83511	WGS84	30
IV2013111809370522	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111809370522	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-18	2004-06-18/2004-06-18	SNOP039X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169274.030	182987.270	Belgian Lambert 72	Belgium Datum 1972	50.83349	4.83574	WGS84	30
IV2013111809461886	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111809461886	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-18	2004-06-18/2004-06-18	SNOP001X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169338.350	183014.830	Belgian Lambert 72	Belgium Datum 1972	50.83407	4.83613	WGS84	30
IV2013111809534151	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111809534151	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-18	2004-06-18/2004-06-18	SNOP015X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169367.040	183043.470	Belgian Lambert 72	Belgium Datum 1972	50.83433	4.83654	WGS84	30
IV2013111811552943	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111811552943	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-06-18	2004-06-18/2004-06-18	SNOP019X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169417.180	183117.770	Belgian Lambert 72	Belgium Datum 1972	50.83477	4.83760	WGS84	30
IV2013111812012985	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111812012985	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-06-18	2004-06-18/2004-06-18	SNOP020X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169386.000	183133.580	Belgian Lambert 72	Belgium Datum 1972	50.83449	4.83782	WGS84	30
IV2013111813082811	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111813082811	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2004-06-18	2004-06-18/2004-06-18	SNOP025X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169448.860	183238.110	Belgian Lambert 72	Belgium Datum 1972	50.83505	4.83931	WGS84	30
IV2013111813401820	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111813401820	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-03	2004-07-03/2004-07-03	SNOP042X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169326.290	182935.520	Belgian Lambert 72	Belgium Datum 1972	50.83397	4.83501	WGS84	30
IV2013111814185722	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111814185722	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-03	2004-07-03/2004-07-03	SNOP011X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169203.040	182952.750	Belgian Lambert 72	Belgium Datum 1972	50.83286	4.83524	WGS84	30
IV2013111814250738	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111814250738	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-03	2004-07-03/2004-07-03	SNOP013X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169190.930	182964.770	Belgian Lambert 72	Belgium Datum 1972	50.83275	4.83541	WGS84	30
IV2013111814325092	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111814325092	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-03	2004-07-03/2004-07-03	SNOP041X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169243.430	183014.120	Belgian Lambert 72	Belgium Datum 1972	50.83322	4.83612	WGS84	30
IV2013111814410435	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111814410435	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-03	2004-07-03/2004-07-03	SNOP038X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169260.340	182999.190	Belgian Lambert 72	Belgium Datum 1972	50.83337	4.83590	WGS84	30
IV2013111814482649	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111814482649	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-03	2004-07-03/2004-07-03	SNOP003X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169299.480	183045.130	Belgian Lambert 72	Belgium Datum 1972	50.83372	4.83656	WGS84	30
IV2013111815071161	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111815071161	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-03	2004-07-03/2004-07-03	SNOP017X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169316.190	183086.050	Belgian Lambert 72	Belgium Datum 1972	50.83387	4.83714	WGS84	30
IV2013111815202604	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111815202604	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-03	2004-07-03/2004-07-03	SNOP016X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169339.030	183067.460	Belgian Lambert 72	Belgium Datum 1972	50.83407	4.83688	WGS84	30
IV2013111815302647	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111815302647	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-07-03	2004-07-03/2004-07-03	SNOP040X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Boutersem	Snoekengracht	MILKLIM-Gebieden	169293.950	182967.520	Belgian Lambert 72	Belgium Datum 1972	50.83368	4.83546	WGS84	30
IV2013111815485916	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111815485916	IV2013082611560832	vegetationPlot- LONDO	4.0	m²	2004-06-25	2004-06-25/2004-06-25	VOTP010X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Gelrode	Vorsdonkbos-Turfputten	MILKLIM-Gebieden	184474.910	179856.840	Belgian Lambert 72	Belgium Datum 1972	50.97030	4.79254	WGS84	30
IV2013111816023823	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111816023823	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-25	2004-06-25/2004-06-25	VOTP012X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Gelrode	Vorsdonkbos-Turfputten	MILKLIM-Gebieden	184686.000	179027.000	Belgian Lambert 72	Belgium Datum 1972	50.97224	4.78074	WGS84	30
IV2013111816160978	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111816160978	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-25	2004-06-25/2004-06-25	VOTP005X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Gelrode	Vorsdonkbos-Turfputten	MILKLIM-Gebieden	184696.030	179682.470	Belgian Lambert 72	Belgium Datum 1972	50.97230	4.79007	WGS84	30
IV2013111816234657	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111816234657	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2004-06-25	2004-06-25/2004-06-25	VOTP020X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Gelrode	Vorsdonkbos-Turfputten	MILKLIM-Gebieden	184819.600	180097.890	Belgian Lambert 72	Belgium Datum 1972	50.97339	4.79600	WGS84	30
IV2013111816321385	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111816321385	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-10	2002-07-10/2002-07-10	ZIEP001X	Europe	BE	Vlaams Gewest	Limburg	Rekem	Ziepbeekvallei	MILKLIM-Gebieden	181167.387	238238.069	Belgian Lambert 72	Belgium Datum 1972	50.93464	5.62277	WGS84	30
IV2013111816375914	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111816375914	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-10	2002-07-10/2002-07-10	ZIEP002X	Europe	BE	Vlaams Gewest	Limburg	Rekem	Ziepbeekvallei	MILKLIM-Gebieden	181160.897	238288.730	Belgian Lambert 72	Belgium Datum 1972	50.93457	5.62349	WGS84	30
IV2013111816475805	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111816475805	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-10	2002-07-10/2002-07-10	ZIEP005X	Europe	BE	Vlaams Gewest	Limburg	Rekem	Ziepbeekvallei	MILKLIM-Gebieden	181365.660	238913.266	Belgian Lambert 72	Belgium Datum 1972	50.93631	5.63242	WGS84	30
IV2013111909171692	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111909171692	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-10	2002-07-10/2002-07-10	ZIEP022X	Europe	BE	Vlaams Gewest	Limburg	Rekem	Neerhelst-De Botten	MILKLIM-Gebieden	180318.544	238643.947	Belgian Lambert 72	Belgium Datum 1972	50.92694	5.62833	WGS84	30
IV2013111909275391	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111909275391	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-10	2002-07-10/2002-07-10	ZIEP021X	Europe	BE	Vlaams Gewest	Limburg	Rekem	Neerhelst-De Botten	MILKLIM-Gebieden	180342.800	238650.300	Belgian Lambert 72	Belgium Datum 1972	50.92716	5.62843	WGS84	30
IV2013111909505989	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111909505989	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-10	2002-07-10/2002-07-10	ZIEP020X	Europe	BE	Vlaams Gewest	Limburg	Rekem	Neerhelst-De Botten	MILKLIM-Gebieden	180322.071	238790.087	Belgian Lambert 72	Belgium Datum 1972	50.92695	5.63041	WGS84	30
IV2013111910134044	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111910134044	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-10	2002-07-10/2002-07-10	ZIEP019X	Europe	BE	Vlaams Gewest	Limburg	Rekem	Neerhelst-De Botten	MILKLIM-Gebieden	180060.278	238747.302	Belgian Lambert 72	Belgium Datum 1972	50.92461	5.62974	WGS84	30
IV2013111910243512	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111910243512	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-10	2002-07-10/2002-07-10	ZIEP018X	Europe	BE	Vlaams Gewest	Limburg	Rekem	Neerhelst-De Botten	MILKLIM-Gebieden	180067.549	238698.646	Belgian Lambert 72	Belgium Datum 1972	50.92468	5.62905	WGS84	30
IV2013111910322598	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111910322598	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-18	2005-05-18/2005-05-18	HOBP001X	Europe	BE	Vlaams Gewest	Antwerpen	Hallaar	Heist op den Berg - Grote Nete	MILKLIM-Gebieden	196835.338	176761.962	Belgian Lambert 72	Belgium Datum 1972	51.08156	4.74938	WGS84	30
IV2013111910405449	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111910405449	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-18	2005-05-18/2005-05-18	HOBP003X	Europe	BE	Vlaams Gewest	Antwerpen	Hallaar	Heist op den Berg - Grote Nete	MILKLIM-Gebieden	196958.243	176932.843	Belgian Lambert 72	Belgium Datum 1972	51.08266	4.75183	WGS84	30
IV2013111910470810	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111910470810	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-18	2005-05-18/2005-05-18	HOBP004X	Europe	BE	Vlaams Gewest	Antwerpen	Hallaar	Heist op den Berg - Grote Nete	MILKLIM-Gebieden	196985.703	176983.500	Belgian Lambert 72	Belgium Datum 1972	51.08290	4.75256	WGS84	30
IV2013111910522244	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111910522244	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-18	2005-05-18/2005-05-18	HOBP005X	Europe	BE	Vlaams Gewest	Antwerpen	Hallaar	Heist op den Berg - Grote Nete	MILKLIM-Gebieden	196998.775	177009.405	Belgian Lambert 72	Belgium Datum 1972	51.08302	4.75293	WGS84	30
IV2013111910581728	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111910581728	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-18	2005-05-18/2005-05-18	ZABP001X	Europe	BE	Vlaams Gewest	Antwerpen	Geel	Zammelsbroek	MILKLIM-Gebieden	198652.396	191584.039	Belgian Lambert 72	Belgium Datum 1972	51.09702	4.96110	WGS84	30
IV2013111911053180	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111911053180	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-18	2005-05-18/2005-05-18	ZABP003X	Europe	BE	Vlaams Gewest	Antwerpen	Geel	Zammelsbroek	MILKLIM-Gebieden	198520.636	191644.696	Belgian Lambert 72	Belgium Datum 1972	51.09583	4.96195	WGS84	30
IV2013111911105752	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111911105752	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-18	2005-05-18/2005-05-18	ZABP006X	Europe	BE	Vlaams Gewest	Antwerpen	Geel	Zammelsbroek	MILKLIM-Gebieden	198420.112	191153.625	Belgian Lambert 72	Belgium Datum 1972	51.09496	4.95493	WGS84	30
IV2013111911195608	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111911195608	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-18	2005-05-18/2005-05-18	ZABP007X	Europe	BE	Vlaams Gewest	Antwerpen	Geel	Zammelsbroek	MILKLIM-Gebieden	198398.537	191166.301	Belgian Lambert 72	Belgium Datum 1972	51.09476	4.95510	WGS84	30
IV2013111911305917	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111911305917	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-18	2005-05-18/2005-05-18	ZABP009X	Europe	BE	Vlaams Gewest	Antwerpen	Geel	Zammelsbroek	MILKLIM-Gebieden	198264.879	191219.769	Belgian Lambert 72	Belgium Datum 1972	51.09356	4.95585	WGS84	30
IV2013111911394711	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111911394711	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-18	2005-05-18/2005-05-18	ZABP010X	Europe	BE	Vlaams Gewest	Antwerpen	Geel	Zammelsbroek	MILKLIM-Gebieden	198198.700	191250.200	Belgian Lambert 72	Belgium Datum 1972	51.09296	4.95628	WGS84	30
IV2013111911490905	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111911490905	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-24	2005-05-24/2005-05-24	RONP115X	Europe	BE	Vlaams Gewest	Antwerpen	Mol	Ronde Put	MILKLIM-Gebieden	220160.981	205817.056	Belgian Lambert 72	Belgium Datum 1972	51.28913	5.16757	WGS84	30
IV2013111914132103	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111914132103	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-31	2005-05-31/2005-05-31	NEBP001X	Europe	BE	Vlaams Gewest	Antwerpen	Geel	Neerhelst-De Botten	MILKLIM-Gebieden	208597.530	189930.720	Belgian Lambert 72	Belgium Datum 1972	51.18652	4.93859	WGS84	30
IV2013111914264545	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111914264545	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-31	2005-05-31/2005-05-31	NEBP001X	Europe	BE	Vlaams Gewest	Antwerpen	Geel	Neerhelst-De Botten	MILKLIM-Gebieden	208597.530	189930.720	Belgian Lambert 72	Belgium Datum 1972	51.18652	4.93859	WGS84	30
IV2013111914523510	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013111914523510	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2005-05-31	2005-05-31/2005-05-31	NEBP002X	Europe	BE	Vlaams Gewest	Antwerpen	Geel	Neerhelst-De Botten	MILKLIM-Gebieden	208607.420	190014.620	Belgian Lambert 72	Belgium Datum 1972	51.18660	4.93979	WGS84	30
